hours_since_20110102,year,month,day,temp_surface_40_47N_0_300km,temp_bottom_40_47N_50_1200m,temp_bottom_40_47N_300_500m,temp_bottom_40_47N_0_250m,temp_300_500m_40_47N_300_500m,temp_300_825m_40_47N_500m_300km,temp_1000_1200m_40_47N_1000m_300km,mld_40_47N_500m_300km,ualong_1000_1200m_40_47N_1000m_300km,ualong_surface_40_47N_0_300km,ualong_bottom_40_47N_0_250m,ucross_300_825m_40_47N_500m_300km,ucross_1000_1200m_40_47N_1000m_300km,ucross_surface_40_47N_0_300km,ucross_bottom_40_47N_0_250m
3816,2011,6,10,12.843,6.3636,6.346,7.9483,6.4208,4.655,2.8718,18.057,0.01119,-0.0785,-0.00705,-0.00036,0.00223,-0.08469,0.01129
3840,2011,6,11,12.774,6.3158,6.2536,7.9428,6.3662,4.6434,2.8677,18.376,0.00919,-0.06696,-0.07348,0.00222,0.00212,-0.04908,0.03028
3864,2011,6,12,12.866,6.2281,6.1651,7.8278,6.3244,4.6381,2.8653,18.295,0.01242,-0.05971,-0.11778,-0.00055,0.00089,-0.0142,0.03891
3888,2011,6,13,13.11,6.1798,6.1186,7.7346,6.3111,4.6423,2.8692,18.141,0.01558,-0.05601,-0.07047,-0.005,-0.0038,0.00048,0.02477
3912,2011,6,14,13.362,6.2019,6.1528,7.7316,6.3409,4.652,2.8763,17.55,0.01794,-0.06332,0.03165,-0.00498,-0.00488,-0.02629,-0.01013
3936,2011,6,15,13.178,6.4246,6.1797,8.2926,6.3915,4.6563,2.8777,17.536,0.01718,-0.08477,0.00562,-0.00171,-0.00139,-0.11471,0.0131
3960,2011,6,16,13.024,6.3382,6.1177,8.1718,6.3449,4.6519,2.8761,19.383,0.01272,-0.12977,-0.1382,0.0029,0.00303,-0.13338,0.05072
3984,2011,6,17,12.937,6.2072,6.0135,7.9257,6.2822,4.6479,2.8732,20.927,0.00814,-0.10854,-0.17987,-0.00013,0.00089,-0.07231,0.05959
4008,2011,6,18,12.977,6.1036,5.9498,7.7412,6.255,4.6464,2.8715,21.352,0.0086,-0.12113,-0.12577,0.00237,0.00169,-0.01313,0.03851
4032,2011,6,19,12.962,6.1175,5.9455,7.79,6.276,4.6338,2.8683,20.406,0.00346,-0.13082,-0.07268,0.0028,0.00247,-0.05127,0.02186
4056,2011,6,20,13.108,6.0887,5.9117,7.7693,6.2571,4.6341,2.8672,20.119,0.00256,-0.10824,-0.02583,0.00174,0.00166,-0.04767,0.00807
4080,2011,6,21,13.324,6.0852,5.8995,7.8057,6.2403,4.6338,2.8662,20.019,0.00024,-0.10212,-0.00285,0.0014,0.00287,-0.05301,0.00355
4104,2011,6,22,13.46,6.1188,5.9436,7.8526,6.2581,4.6409,2.8696,19.976,-0.00038,-0.10228,0.05154,0.00028,-0.00131,-0.07106,-0.00811
4128,2011,6,23,13.317,6.2003,6.0342,7.987,6.2989,4.6608,2.8754,21.143,0.00258,-0.1012,0.13206,-0.00175,-0.00037,-0.0924,-0.02567
4152,2011,6,24,13.324,6.3008,6.1247,8.1246,6.3262,4.668,2.8795,21.573,5e-05,-0.06844,0.13354,0.00041,0.00067,-0.07684,-0.0188
4176,2011,6,25,13.369,6.3466,6.1835,8.1731,6.3369,4.6708,2.881,22.086,0.00112,-0.06434,0.05692,0.00322,0.00283,-0.07558,0.00028
4200,2011,6,26,13.422,6.3311,6.1934,8.1158,6.3306,4.6701,2.881,22.364,0.00205,-0.05541,-0.01545,0.00285,0.00261,-0.05178,0.01822
4224,2011,6,27,13.709,6.2722,6.1849,7.9021,6.3144,4.6679,2.8808,21.097,0.00294,-0.04439,-0.03028,0.00112,0.00217,-0.0136,0.01869
4248,2011,6,28,14,6.2688,6.2164,7.851,6.3456,4.6692,2.8824,20.499,0.00359,-0.03765,-0.00078,0.00213,0.00196,0.02913,0.00381
4272,2011,6,29,14.346,6.2902,6.2564,7.8664,6.3741,4.6729,2.8851,19.78,0.0065,-0.06701,0.02512,0.00075,0.00127,0.01186,-0.00636
4296,2011,6,30,14.609,6.3249,6.3078,7.9025,6.4081,4.6768,2.8883,18.982,0.00654,-0.06093,0.04056,0.00044,0.00045,-0.02332,-0.00739
4320,2011,7,1,14.559,6.3454,6.3348,7.9613,6.4247,4.6831,2.8908,17.043,0.00704,-0.06582,0.05675,0.00136,0.00073,-0.06507,-0.016
4344,2011,7,2,14.535,6.3479,6.3419,7.9822,6.4297,4.6835,2.8918,17.331,0.00697,-0.07621,0.00996,0.00132,0.00153,-0.07785,0.00651
4368,2011,7,3,14.608,6.3216,6.3274,7.9305,6.4366,4.6832,2.8923,17.862,0.01099,-0.08461,-0.02209,-0.00047,-0.00034,-0.06785,0.01347
4392,2011,7,4,14.679,6.2927,6.3127,7.8898,6.4324,4.6865,2.8955,18.031,0.01316,-0.08924,-0.02391,0.00066,-0.00141,-0.09006,0.01582
4416,2011,7,5,14.566,6.2441,6.2728,7.8423,6.4067,4.7038,2.9032,18.986,0.01407,-0.10608,0.01942,-0.00458,-0.00358,-0.12736,0.00919
4440,2011,7,6,14.545,6.2702,6.321,7.8332,6.4258,4.7142,2.9108,20.009,0.01453,-0.08279,0.07297,-0.00231,-0.00213,-0.1464,-0.00984
4464,2011,7,7,14.51,6.3215,6.3854,7.8723,6.4639,4.7204,2.9147,20.923,0.01647,-0.10724,0.06784,-4e-05,-0.00186,-0.13991,-0.00811
4488,2011,7,8,14.424,6.3112,6.3897,7.8096,6.4645,4.7229,2.9176,22.093,0.01849,-0.10453,0.00816,0.00101,0.00095,-0.13933,0.01037
4512,2011,7,9,13.896,6.2945,6.37,7.7895,6.4558,4.722,2.9161,25.184,0.01414,-0.10125,-0.04764,0.00256,0.00185,-0.11143,0.02872
4536,2011,7,10,13.878,6.2649,6.3793,7.6781,6.4786,4.7257,2.9187,25.827,0.0158,-0.07861,-0.03293,0.002,-0,-0.06434,0.01472
4560,2011,7,11,13.975,6.2823,6.4109,7.6648,6.5096,4.7314,2.9215,25.053,0.01902,-0.05548,0.03146,-0.00078,0.00107,-0.02223,-0.00284
4584,2011,7,12,14.123,6.3254,6.4562,7.7297,6.5415,4.7401,2.9267,23.806,0.02053,-0.04825,0.06369,0.0026,-0.00011,-0.01936,-0.01625
4608,2011,7,13,14.551,6.3118,6.4696,7.6587,6.5477,4.7565,2.932,22.914,0.0227,-0.06893,0.07864,0.00075,0.00107,-0.03659,-0.01964
4632,2011,7,14,14.69,6.3551,6.5043,7.7078,6.5629,4.7613,2.9352,21.365,0.01984,-0.03753,0.08038,0.00228,0.0028,-0.02003,-0.02257
4656,2011,7,15,14.825,6.381,6.4987,7.7699,6.5643,4.7584,2.9338,20.088,0.02099,-0.06015,0.0176,0.00592,0.00337,0.02029,-0.00541
4680,2011,7,16,15.053,6.3408,6.4415,7.7467,6.5293,4.7526,2.9308,19.198,0.01902,-0.08119,-0.06239,0.00687,0.00677,0.00417,0.0177
4704,2011,7,17,15.391,6.2797,6.3627,7.6822,6.4904,4.7479,2.9264,18.519,0.01614,-0.0711,-0.09885,0.00558,0.00543,0.00829,0.03106
4728,2011,7,18,15.595,6.2233,6.3068,7.6144,6.4701,4.7449,2.9242,18.09,0.01423,-0.07369,-0.09309,0.00462,0.00428,-0.01685,0.02577
4752,2011,7,19,15.537,6.2021,6.2813,7.5767,6.4748,4.7463,2.9249,17.632,0.01183,-0.0816,-0.03447,0.00397,0.00324,-0.06256,0.00983
4776,2011,7,20,15.376,6.2108,6.2813,7.6025,6.4827,4.7511,2.9277,16.708,0.01276,-0.10532,0.02812,0.00226,0.00083,-0.06467,-0.00819
4800,2011,7,21,15.612,6.3338,6.3198,7.8986,6.5291,4.7678,2.9301,16.969,0.01493,-0.12444,0.07725,0.00186,0.00476,-0.08643,-0.02004
4824,2011,7,22,15.611,6.3693,6.3393,7.9685,6.53,4.7727,2.9327,17.547,0.01206,-0.08337,0.06112,0.00429,0.00201,-0.08167,-0.00998
4848,2011,7,23,15.593,6.4056,6.3693,8.021,6.5491,4.7777,2.9354,18.029,0.01474,-0.08769,0.06996,0.00116,0.00146,-0.08912,-0.01368
4872,2011,7,24,15.641,6.4304,6.3857,8.0686,6.5408,4.7822,2.9376,18.412,0.01188,-0.08581,0.05909,0.00306,0.0041,-0.10048,-0.00786
4896,2011,7,25,15.671,6.4242,6.3739,8.1242,6.5231,4.7762,2.9358,17.546,0.01189,-0.0791,0.03907,0.00339,0.00276,-0.06064,-0.00599
4920,2011,7,26,15.753,6.4496,6.4066,8.1301,6.5388,4.7828,2.9391,17.388,0.01155,-0.07915,0.06556,0.00228,0.0026,-0.06487,-0.01066
4944,2011,7,27,15.641,6.4675,6.4297,8.1434,6.5492,4.785,2.9396,17.912,0.01231,-0.10904,0.05208,0.00265,0.0041,-0.12656,-0.00329
4968,2011,7,28,15.372,6.4485,6.4246,8.0955,6.5341,4.7873,2.9412,19.973,0.01019,-0.12529,0.01232,0.00391,0.00259,-0.17953,0.01034
4992,2011,7,29,14.861,6.4013,6.3921,8.0009,6.5051,4.7766,2.9447,21.189,0.01248,-0.10528,7e-05,-0.00254,-0.00165,-0.17595,0.01851
5016,2011,7,30,14.796,6.4247,6.4429,7.9666,6.5345,4.7868,2.9518,22.619,0.01768,-0.09151,0.07866,-0.00124,-0.00146,-0.11798,-0.01343
5040,2011,7,31,14.816,6.4551,6.4811,7.9772,6.539,4.7947,2.9573,23.025,0.02118,-0.08085,0.06734,-0.00191,-0.00043,-0.10196,-0.01111
5064,2011,8,1,14.87,6.4641,6.4863,7.9774,6.5302,4.7977,2.9598,22.859,0.02076,-0.06374,0.03371,0.00325,0.0006,-0.0725,-0.00447
5088,2011,8,2,14.911,6.3765,6.4489,7.7916,6.4879,4.7947,2.9573,22.776,0.01802,-0.08418,-0.01663,0.00154,0.00269,-0.05872,0.00804
5112,2011,8,3,15.121,6.3543,6.4182,7.7557,6.4685,4.7937,2.9559,22.025,0.01688,-0.06858,-0.03548,0.0019,0.00122,-0.02248,0.01087
5136,2011,8,4,15.314,6.3416,6.4137,7.7338,6.475,4.7946,2.9558,21.018,0.01783,-0.10625,-0.02594,0.00306,0.00149,-0.03754,0.00869
5160,2011,8,5,15.347,6.3201,6.389,7.7218,6.4659,4.794,2.9546,20.158,0.01473,-0.12721,-0.01662,0.00185,0.00241,-0.0877,0.00619
5184,2011,8,6,15.564,6.3497,6.3836,7.8995,6.4963,4.7972,2.952,20.04,0.01283,-0.1426,-0.02229,0.00529,0.00325,-0.11103,0.00794
5208,2011,8,7,15.544,6.3332,6.3642,7.8476,6.4891,4.7996,2.952,20.402,0.01211,-0.11836,-0.00542,0.00144,0.00064,-0.10572,0.00644
5232,2011,8,8,15.525,6.3532,6.4041,7.8498,6.5282,4.8061,2.9547,20.841,0.01327,-0.1165,0.05493,-0.00205,-0.00013,-0.08688,-0.01128
5256,2011,8,9,15.476,6.4097,6.4724,7.9169,6.5666,4.8151,2.9596,21.341,0.01248,-0.09062,0.11818,0.00224,-0.00046,-0.08428,-0.02797
5280,2011,8,10,15.312,6.4745,6.5135,8.0698,6.5935,4.8254,2.9619,21.797,0.01439,-0.08362,0.11852,0.00172,0.00285,-0.08727,-0.027
5304,2011,8,11,15.366,6.5141,6.5447,8.1214,6.6035,4.8267,2.9618,21.733,0.01216,-0.069,0.0713,0.00177,0.00223,-0.0556,-0.01303
5328,2011,8,12,15.435,6.5427,6.586,8.119,6.6378,4.8323,2.9644,21.466,0.01219,-0.0838,0.07135,0.00194,0.00265,-0.07039,-0.01791
5352,2011,8,13,15.482,6.5862,6.6316,8.1423,6.6643,4.8391,2.9684,21.352,0.01327,-0.0573,0.09751,0.00067,-0.00041,-0.0614,-0.02442
5376,2011,8,14,15.96,6.4853,6.5851,8.0089,6.5957,4.8337,2.9693,20.756,0.01861,-0.05837,0.12814,-0.00204,-0.00049,-0.04392,-0.03005
5400,2011,8,15,16.015,6.5584,6.6452,8.0557,6.6316,4.8449,2.9772,20.649,0.01834,-0.01506,0.17637,-0.00176,-0.00045,-0.03401,-0.04088
5424,2011,8,16,16.156,6.6556,6.7265,8.1687,6.6884,4.8568,2.9855,20.306,0.02208,0.00157,0.21233,-0.00252,-0.00157,-0.02796,-0.04975
5448,2011,8,17,16.25,6.6985,6.7467,8.2458,6.7043,4.8578,2.9876,19.81,0.02265,-0.03668,0.1445,0.00204,0.00257,-0.072,-0.03224
5472,2011,8,18,16.166,6.6949,6.6886,8.361,6.6554,4.8505,2.9853,19.613,0.01749,-0.09033,0.0321,0.00234,0.00265,-0.10004,0.00604
5496,2011,8,19,15.994,6.6546,6.665,8.2285,6.6455,4.8496,2.985,20.842,0.01825,-0.11348,0.00689,0.00149,0.00277,-0.12148,0.00436
5520,2011,8,20,15.878,6.6119,6.632,8.126,6.6212,4.8493,2.985,22.092,0.01656,-0.10607,-0.01815,0.00249,0.00391,-0.10314,0.01442
5544,2011,8,21,15.932,6.5626,6.6029,8.0259,6.6115,4.8468,2.9834,22.318,0.01538,-0.10452,-0.0319,0.00343,0.00265,-0.04906,0.01076
5568,2011,8,22,15.865,6.4989,6.5929,7.844,6.6086,4.8443,2.9841,21.856,0.01909,-0.08719,0.00259,-0.00137,-0.00011,-3e-05,0.00125
5592,2011,8,23,16.246,6.5208,6.6299,7.8628,6.6476,4.8475,2.9849,21.206,0.01835,-0.04887,0.06527,0.00038,0.00298,0.02376,-0.02305
5616,2011,8,24,16.574,6.559,6.6656,7.946,6.6793,4.8503,2.9852,20.608,0.0173,-0.05675,0.09195,0.00354,0.00207,0.00942,-0.02754
5640,2011,8,25,16.737,6.5845,6.6893,8.0164,6.7084,4.8501,2.9836,19.654,0.01564,-0.09141,0.06418,0.00093,0.00472,-0.05781,-0.0184
5664,2011,8,26,16.572,6.6455,6.6874,8.203,6.7406,4.8449,2.9789,19.499,0.01276,-0.13622,0.05593,0.00366,0.00264,-0.09381,-0.01147
5688,2011,8,27,16.406,6.6531,6.7042,8.2248,6.7731,4.8463,2.9786,19.64,0.0108,-0.11411,0.06377,0.00226,0.00368,-0.12236,-0.01845
5712,2011,8,28,16.319,6.6616,6.7027,8.2504,6.7859,4.8483,2.9785,20.075,0.00989,-0.10017,0.0772,-0.00045,0.00094,-0.07405,-0.02085
5736,2011,8,29,16.299,6.6809,6.7175,8.3022,6.8012,4.8519,2.9801,20.246,0.0141,-0.11026,0.09093,0.00098,0.00151,-0.07183,-0.02527
5760,2011,8,30,16.577,6.8065,6.6893,8.7359,6.8083,4.8359,2.9781,21.961,0.00989,-0.10935,0.06363,0.00242,0.00216,-0.09774,-0.0134
5784,2011,8,31,16.346,6.7893,6.6737,8.6992,6.8157,4.8383,2.9796,23.116,0.0128,-0.12779,0.02837,-0.0014,-0.00051,-0.11164,-0.00073
5808,2011,9,1,16.091,6.7881,6.6928,8.6573,6.8333,4.8438,2.9841,25.113,0.01564,-0.12094,0.03702,-0.00293,-0.00158,-0.11718,-0.00252
5832,2011,9,2,15.881,6.8442,6.7829,8.6635,6.8905,4.8568,2.9939,27.029,0.01915,-0.07055,0.11401,-0.00435,-0.00494,-0.12325,-0.02277
5856,2011,9,3,15.636,6.5866,6.6597,8.2324,6.7366,4.8465,2.9952,26.587,0.02022,-0.06705,0.15847,-0.00358,-0.00237,-0.14763,-0.03542
5880,2011,9,4,15.589,6.646,6.7001,8.2939,6.7441,4.8513,2.9998,26.978,0.02016,-0.03438,0.1428,-0.00216,-7e-05,-0.07662,-0.03733
5904,2011,9,5,15.771,6.6942,6.7344,8.3526,6.747,4.8516,3.001,26.214,0.02134,-0.06156,0.12382,0.00085,0.00055,-0.03186,-0.03655
5928,2011,9,6,15.937,6.7159,6.7388,8.3907,6.7385,4.8484,2.9994,25.255,0.02007,-0.06976,0.07922,0.00365,0.00382,-0.0449,-0.02058
5952,2011,9,7,15.842,6.8279,6.7432,8.6866,6.7758,4.8489,2.994,22.778,0.01091,-0.08172,0.01274,0.00478,0.00464,-0.05989,-0.00192
5976,2011,9,8,15.83,6.7776,6.6878,8.6266,6.7488,4.8435,2.9891,22.308,0.01042,-0.14357,-0.02619,0.00473,0.00414,-0.07567,0.01228
6000,2011,9,9,15.716,6.7023,6.6419,8.5135,6.7359,4.8391,2.9846,22.569,0.0058,-0.15223,-0.02971,0.00401,0.0055,-0.10928,0.01493
6024,2011,9,10,15.577,6.6389,6.6006,8.4035,6.7388,4.8373,2.9816,23.618,0.00347,-0.159,-0.00798,0.0044,0.00355,-0.12161,0.00749
6048,2011,9,11,15.065,6.6607,6.5989,8.455,6.7534,4.8305,2.9796,23.456,0.00611,-0.10066,0.04331,0.00281,0.00256,-0.09226,-0.01478
6072,2011,9,12,15.342,6.6727,6.6479,8.432,6.7939,4.8356,2.9803,22.847,0.00861,-0.05048,0.10629,-0.00144,0.00103,-0.00259,-0.02919
6096,2011,9,13,15.695,6.7578,6.7555,8.5158,6.8417,4.8464,2.9853,22.155,0.01166,-0.04863,0.22282,-0.00063,-0.00049,0.00742,-0.05995
6120,2011,9,14,15.476,6.8709,6.8616,8.6694,6.8838,4.8568,2.991,21.142,0.01154,-0.05983,0.25782,0.00059,0.00143,-0.06104,-0.05778
6144,2011,9,15,15.97,6.8165,6.8355,8.5794,6.8327,4.8626,2.991,20.533,0.01055,-0.06796,0.2093,0.00239,0.00213,-0.05576,-0.05284
6168,2011,9,16,15.997,6.8653,6.849,8.6519,6.8329,4.8627,2.9907,20.62,0.00973,-0.05911,0.14249,0.00241,0.00365,-0.02621,-0.03245
6192,2011,9,17,16.011,6.9101,6.885,8.6956,6.8697,4.8664,2.9927,20.535,0.00913,-0.05566,0.12398,0.00022,0.00113,0.00561,-0.03005
6216,2011,9,18,16.104,6.943,6.9129,8.7223,6.889,4.8713,2.9963,20.361,0.01204,-0.04095,0.13512,0.00062,5e-05,0.0318,-0.03452
6240,2011,9,19,16.247,6.8226,6.8658,8.5056,6.8275,4.863,2.997,19.418,0.01183,-0.05518,0.12295,0.00011,0.00034,0.00412,-0.0316
6264,2011,9,20,16.301,6.8422,6.8783,8.5169,6.8415,4.8669,2.9996,19.062,0.01242,-0.05323,0.10942,-0.00122,0.00015,-0.03961,-0.02818
6288,2011,9,21,16.296,6.8899,6.9276,8.5283,6.8813,4.8772,3.0055,19.222,0.01226,-0.02717,0.15507,-0.00191,-0.00271,-0.00776,-0.03744
6312,2011,9,22,16.397,6.9509,7.0053,8.5681,6.9423,4.8883,3.0126,19.236,0.01445,-0.01176,0.20492,-0.00396,-0.00202,0.03608,-0.04909
6336,2011,9,23,16.592,6.8523,6.9463,8.4014,6.8848,4.8834,3.0127,18.704,0.01715,-0.01131,0.19108,-0.0012,8e-05,0.05688,-0.04827
6360,2011,9,24,16.797,6.8789,6.9676,8.4566,6.9016,4.8824,3.0121,18.157,0.01624,0.01739,0.1357,-0.00063,0.00046,0.0982,-0.04289
6384,2011,9,25,16.798,6.9111,7.0074,8.5081,6.9401,4.8819,3.0125,17.609,0.0163,-0.01998,0.12752,0.0007,0.00161,0.13375,-0.04159
6408,2011,9,26,16.693,6.9433,7.0298,8.5923,6.9679,4.8809,3.0118,17.369,0.01567,0.00576,0.13783,-0.00089,0.0008,0.16938,-0.05236
6432,2011,9,27,16.308,7.0226,7.0484,8.8525,6.9924,4.8721,3.0099,17.597,0.01368,-0.00191,0.13082,0.00044,0.00059,0.11749,-0.04266
6456,2011,9,28,16.38,7.0518,7.0716,9.0016,7.0221,4.8729,3.0104,17.557,0.01169,-0.05363,0.10595,-0.0026,-0.00056,-0.01478,-0.02915
6480,2011,9,29,16.26,7.0436,7.0712,9.0012,7.0312,4.8749,3.0112,17.513,0.01217,-0.02535,0.07472,-0.00179,-0.00042,-0.08011,-0.01639
6504,2011,9,30,16.136,7.0393,7.0857,8.9531,7.0538,4.8795,3.014,17.916,0.01371,-0.02183,0.07614,-0.00276,-0.00123,-0.03477,-0.02084
6528,2011,10,1,16.096,7.039,7.0751,8.9661,7.0571,4.8778,3.0136,18.114,0.01112,-0.03065,0.09085,-0.00208,-0.00294,-0.01306,-0.02565
6552,2011,10,2,16.013,7.0494,7.0869,8.9899,7.0772,4.8804,3.0148,18.27,0.01481,-0.01516,0.08907,-0.00509,-0.00069,0.01034,-0.02376
6576,2011,10,3,15.931,7.0774,7.1175,9.0364,7.1019,4.8844,3.0169,18.731,0.01579,0.02445,0.11074,-0.00212,-0.00162,0.08555,-0.03282
6600,2011,10,4,15.808,7.1249,7.1376,9.1481,7.116,4.889,3.0188,18.676,0.01572,-0.01343,0.13011,-0.00211,-0.00026,0.12241,-0.03703
6624,2011,10,5,15.683,7.3553,7.1891,9.7285,7.187,4.8941,3.0184,18.965,0.01232,-0.06113,0.11362,4e-05,1e-05,0.05241,-0.02703
6648,2011,10,6,15.47,7.3517,7.1585,9.7951,7.1787,4.8916,3.0166,19.186,0.01591,-0.07383,0.05392,-0.00301,-0.00032,-0.0181,-0.01053
6672,2011,10,7,15.299,7.352,7.1402,9.8048,7.1824,4.8933,3.0171,19.379,0.01374,-0.05316,0.0528,-0.0036,-0.00155,-0.02494,-0.01166
6696,2011,10,8,15.278,7.3616,7.1483,9.8193,7.1997,4.8976,3.02,19.586,0.01726,-0.02112,0.06717,-0.00327,-0.0036,-0.01118,-0.01481
6720,2011,10,9,15.17,7.3597,7.136,9.8254,7.1968,4.8993,3.0194,20.317,0.01448,-0.02808,0.06412,-0.00514,-0.00169,-0.00694,-0.01147
6744,2011,10,10,15.182,7.3294,7.1074,9.7945,7.1768,4.8977,3.0185,20.403,0.014,-0.01085,0.03263,-0.00022,-9e-05,0.02319,-0.00304
6768,2011,10,11,15.245,7.2858,7.045,9.7574,7.1499,4.8927,3.0143,20.46,0.00987,-0.04294,-0.00683,-0.00138,0.00112,0.11178,-0.00073
6792,2011,10,12,15.264,7.2458,6.9955,9.7224,7.1397,4.8904,3.0128,20.583,0.00538,-0.07034,-0.00476,-9e-05,-6e-05,0.03402,0.00117
6816,2011,10,13,15.303,7.2379,6.9598,9.7317,7.1275,4.8824,3.0095,20.402,0.00695,-0.0035,0.02787,-0.00446,-0.00075,-0.03456,-0.008
6840,2011,10,14,15.184,7.2439,6.9554,9.7624,7.1234,4.8796,3.0082,20.766,0.00633,-0.03189,0.02727,0.0013,0.00105,-0.03565,-0.00498
6864,2011,10,15,15.041,7.1812,6.872,9.6816,7.0687,4.8714,3.0031,21.451,0.00205,-0.0774,-0.02083,0.0018,0.00403,-0.10182,0.01293
6888,2011,10,16,14.876,7.0665,6.7415,9.4996,6.9931,4.8606,2.9972,22.155,-0.00213,-0.07769,-0.06437,0.0012,0.00129,-0.10391,0.02746
6912,2011,10,17,14.88,6.9045,6.6918,9.1336,6.9474,4.8578,2.9957,22.66,0.00173,-0.08951,-0.01622,-0.00149,-0.00148,-0.09599,0.00672
6936,2011,10,18,14.761,6.936,6.7486,9.0852,6.9799,4.8642,2.9995,23.245,0.00314,-0.02265,0.07735,-0.00602,-0.00322,-0.06685,-0.01663
6960,2011,10,19,14.749,7.0583,6.9354,9.198,7.0817,4.8762,3.0069,23.362,0.00626,-0.01479,0.21046,-0.00436,-0.00468,-0.0071,-0.05278
6984,2011,10,20,14.736,7.1319,7.0194,9.3256,7.1094,4.8803,3.01,23.593,0.0052,-0.02207,0.21218,-0.00099,-0.00106,-0.01699,-0.03559
7008,2011,10,21,14.493,6.9687,6.9468,9.0047,7.0142,4.8789,3.0076,23.452,0.00449,-0.03952,0.08153,0.00084,0.00142,-0.00285,-0.01338
7032,2011,10,22,14.483,6.9354,6.8764,8.9636,6.9638,4.8761,3.0064,23.482,0.00138,-0.03653,0.02884,0.00041,0.00061,0.02063,-0.00369
7056,2011,10,23,14.479,6.9324,6.8786,8.9326,6.9736,4.8798,3.0094,23.63,0.00719,-0.05627,0.03891,-0.00263,-0.00392,-0.00846,-0.00698
7080,2011,10,24,14.346,6.9558,6.9169,8.9436,6.995,4.8849,3.013,24.137,0.00752,-0.06975,0.08358,-0.00143,-2e-05,-0.08586,-0.01897
7104,2011,10,25,14.339,6.8379,6.8529,8.7661,6.9214,4.8867,3.0165,25.126,0.0047,-0.06351,0.06798,-0.00227,-0.00369,-0.10702,-0.00952
7128,2011,10,26,14.075,6.8293,6.8507,8.6951,6.9044,4.8912,3.0202,26.983,0.00766,-0.04152,0.05171,-0.00197,-0.00198,-0.07202,-0.00345
7152,2011,10,27,13.93,6.8221,6.8483,8.6543,6.8978,4.8927,3.0218,27.842,0.00836,-0.03015,0.05076,-0.00216,-0.00045,-0.02116,-0.00957
7176,2011,10,28,13.853,6.8047,6.8158,8.6331,6.8731,4.8924,3.0214,28.459,0.00878,-0.04273,0.01584,-0.0003,-5e-05,0.00201,-0.00234
7200,2011,10,29,13.632,6.788,6.8041,8.5818,6.8712,4.8912,3.0217,28.046,0.00625,-0.03637,0.02939,-0.00112,-0.0028,0.02783,-0.00783
7224,2011,10,30,13.644,6.8161,6.8325,8.6046,6.9066,4.8955,3.0234,28.052,0.00872,-0.03509,0.07487,-0.00574,-0.00032,0.01739,-0.02113
7248,2011,10,31,13.669,6.8303,6.8323,8.6472,6.9077,4.8959,3.0229,27.928,0.00834,-0.05334,0.07121,0.00136,-0.00128,-0.00361,-0.01888
7272,2011,11,1,13.527,6.8126,6.7897,8.6529,6.8849,4.895,3.0213,28.506,0.00775,-0.08806,0.02054,-0.00216,0.00114,-0.07476,-0.00105
7296,2011,11,2,13.322,6.577,6.6704,8.2245,6.781,4.8917,3.0199,29.7,0.00345,-0.05684,0.01937,-0.0029,-0.00158,-0.01406,-0.00783
7320,2011,11,3,13.203,6.5979,6.7016,8.2257,6.8057,4.8966,3.0203,30.218,0.00702,-0.04641,0.07013,-0.00359,-0.0021,-0.00261,-0.01615
7344,2011,11,4,13.067,6.6693,6.8037,8.2996,6.8846,4.9058,3.024,30.485,0.01193,-0.04022,0.15851,-0.00619,-0.00366,-0.01056,-0.03734
7368,2011,11,5,12.919,6.7567,6.9054,8.3974,6.9487,4.9135,3.0277,30.897,0.00989,-0.04556,0.21615,-0.00502,-0.00238,-0.05012,-0.04473
7392,2011,11,6,13.082,6.7711,6.9048,8.4636,6.9252,4.9189,3.0274,32.931,0.01256,-0.04907,0.18528,-0.00238,-0.00261,-0.05646,-0.03606
7416,2011,11,7,12.938,6.7946,6.9049,8.5023,6.9101,4.9177,3.0256,33.014,0.00941,-0.03146,0.11229,-0.00518,-0.00049,-0.01198,-0.0219
7440,2011,11,8,12.82,6.8273,6.9346,8.5365,6.9321,4.9213,3.0268,33.134,0.01084,-0.00121,0.11538,-0.0037,-0.0029,0.01135,-0.0266
7464,2011,11,9,12.845,6.856,6.9375,8.6039,6.9422,4.9234,3.0266,33.26,0.00667,0.05981,0.10618,-0.00413,-0.00127,0.05651,-0.02578
7488,2011,11,10,12.984,6.8209,6.8914,8.6191,6.9087,4.9265,3.0262,33.439,0.0095,0.06303,0.05194,-0.00425,-0.00282,0.08351,-0.01198
7512,2011,11,11,12.947,6.8215,6.8887,8.6367,6.9135,4.9288,3.0266,33.593,0.00498,-0.00773,0.03112,-0.00622,-0.00087,0.02239,-0.00667
7536,2011,11,12,12.876,6.8467,6.9149,8.6585,6.9409,4.9356,3.0296,33.977,0.00403,-0.02388,0.06873,-0.00525,-0.00632,-0.00243,-0.01743
7560,2011,11,13,12.795,6.8925,6.952,8.7185,6.9706,4.9401,3.0316,34.722,0.00925,-0.06272,0.09441,-0.00612,-0.00141,-0.00411,-0.02372
7584,2011,11,14,12.522,6.8169,6.8623,8.606,6.8898,4.9317,3.0294,36.02,0.00584,-0.06376,0.06761,-0.00352,-0.00095,-0.00378,-0.01149
7608,2011,11,15,12.447,6.8029,6.8187,8.623,6.8715,4.9276,3.0261,36.057,0.00773,-0.04163,0.02551,-0.00248,0.00042,1e-05,-0.00852
